gene_family,study_id,paper_short,organism,n_unique_source_proteins,source_protein_keys,mapped_wp_accessions,representative_protein_names,evidence_metric_examples,mapping_methods,candidate_set,product,module_bin,fox_status,best_rank,consensus_rank_pct_mean,diazotroph_pct_mean,n_member_genomes,n_member_proteins,nif_or_nitrogenase_audit
GF_00430,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3232,WP_009547628.1,GDP-L-fucose synthase,Two-way ANOVA p value nitrate=0.000572052341041742; Two-way ANOVA p value lightordark=0.438562702697813; Two-way ANOVA p value Interaction=0.463278948718583; D-_avgLFQ=28.287410736084; D+_avgLFQ=28.6532611846924; L-_avgLFQ=28.2844543457031; L+_avgLFQ=28.547562122345; D-_D+(logFC)=-0.365850448608402; L-_L+(logFC)=-0.263107776641899,old_locus_tag,Model-Supported,GDP-L-fucose synthase family protein,Other / unassigned,Novel/uncertain candidate,132.0,0.5211323763955343,0.4094488188976378,127,127,False
GF_00430,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F3486,WP_012409867.1,WcaG; GDP-L-fucose synthase.,Log2 Ratio (Heterocyst/Filaments)=-1.205778827498606; Variability [%]=20.2337916722764; Peptide Pair Count=3;3 | 24h Log2 Ratio (Het/Fil) (Present study)=-1.205778827498606; Variability [%]=20.2337916722764; Peptide Pair Count=3;3; Steady state Log2 ratio [7]=-1.6607374905522707,old_locus_tag,Model-Supported,GDP-L-fucose synthase family protein,Other / unassigned,Novel/uncertain candidate,132.0,0.5211323763955343,0.4094488188976378,127,127,False
GF_00431,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F2551,WP_012409099.1,AspA; Fumarate hydratase.,Log2 Ratio (Heterocyst/Filaments)=-2.330320926425305; Variability [%]=11.3566716664662; Peptide Pair Count=2;2,old_locus_tag,Model-Supported,aspartate ammonia-lyase,Other / unassigned,Novel/uncertain candidate,67.0,0.6802232854864434,0.7291666666666666,96,96,False
GF_00434,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3209,WP_009547649.1,IMP dehydrogenase,Two-way ANOVA p value nitrate=0.000248552498101278; Two-way ANOVA p value lightordark=0.0211725509894773; Two-way ANOVA p value Interaction=0.740985144778552; D-_avgLFQ=28.8334674835205; D+_avgLFQ=29.1199893951416; L-_avgLFQ=28.7123618125916; L+_avgLFQ=28.9634408950806; D-_D+(logFC)=-0.28652191162110086; L-_L+(logFC)=-0.25107908248899946,old_locus_tag,Model-Supported,GuaB3 family IMP dehydrogenase-related protein,Other / unassigned,FOX-consistent support function (plausible rediscovery),118.0,0.6156299840510367,0.3115942028985507,138,138,False
GF_00434,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0720,WP_013320861.1,ref|YP_003886026.1| IMP dehydrogenase family protein [Cyanothece sp. PCC 7822],CT_D0=1.21461063453267; CT_D3=0.715802819; CT_L0=1.27504059360526; CT_L3=1.91414148041561,old_locus_tag,Model-Supported,GuaB3 family IMP dehydrogenase-related protein,Other / unassigned,FOX-consistent support function (plausible rediscovery),118.0,0.6156299840510367,0.3115942028985507,138,138,False
GF_00435,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_1150,WP_044136450.1,Tery_1150 rod shape-determining protein MreB [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=11.35; max=15.59@18h; min=6.043@15h; dynamic_range=9.543,old_locus_tag,Model-Supported,rod shape-determining protein,Other / unassigned,Novel/uncertain candidate,59.0,0.534688995215311,0.510989010989011,182,182,False
GF_00436,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3282,WP_011612739.1,Tery_3282 purA Adenylosuccinate synthetase (EC 6.3.4.4) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=53.58; max=75.89@22h; min=42.33@9h; dynamic_range=33.56,old_locus_tag,Model-Supported,adenylosuccinate synthase,Other / unassigned,Novel/uncertain candidate,160.0,0.3791866028708134,0.3333333333333333,141,141,False
GF_00436,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4221,WP_009543706.1,Adenylosuccinate synthetase,Two-way ANOVA p value nitrate=2.32203240600538e-07; Two-way ANOVA p value lightordark=0.207943176619611; Two-way ANOVA p value Interaction=0.00186877497849072; D-_avgLFQ=28.4738893508911; D+_avgLFQ=27.2725658416748; L-_avgLFQ=28.0311121940613; L+_avgLFQ=27.4928851127625; D-_D+(logFC)=1.201323509216298; L-_L+(logFC)=0.5382270812987997,old_locus_tag,Model-Supported,adenylosuccinate synthase,Other / unassigned,Novel/uncertain candidate,160.0,0.3791866028708134,0.3333333333333333,141,141,False
GF_00437,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0773,WP_216701587.1,ref|YP_003886074.1| anti-sigma-factor antagonist [Cyanothece sp. PCC 7822],CT_D0=1.50064078553267; CT_D3=1.410262932; CT_L0=1.25824862160526; CT_L3=0.950443188415608,old_locus_tag,Model-Supported,STAS domain-containing protein,Other / unassigned,Novel/uncertain candidate,7.0,0.9441786283891548,0.8783783783783784,74,74,False
GF_00438,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2224,WP_009546971.1,NAD(P)H-quinone oxidoreductase subunit 1,Two-way ANOVA p value nitrate=0.0023486809631243; Two-way ANOVA p value lightordark=0.251546557606655; Two-way ANOVA p value Interaction=0.575742083239369; D-_avgLFQ=28.1146712303162; D+_avgLFQ=28.6380496025085; L-_avgLFQ=28.3256211280823; L+_avgLFQ=28.7126455307007; D-_D+(logFC)=-0.5233783721922975; L-_L+(logFC)=-0.3870244026184011,old_locus_tag,Model-Supported,NADH dehydrogenase subunit H,Other / unassigned,FOX-consistent support function (plausible rediscovery),215.0,0.3277511961722488,0.4866310160427807,187,187,False
GF_00438,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_2520,WP_013322597.1,ref|YP_003887767.1| respiratory-chain NADH dehydrogenase subunit 1 [Cyanothece sp. PCC 7822],CT_D0=0.967571751532668; CT_D3=1.00986374; CT_L0=1.89698634460526; CT_L3=1.24517369141561,old_locus_tag,Model-Supported,NADH dehydrogenase subunit H,Other / unassigned,FOX-consistent support function (plausible rediscovery),215.0,0.3277511961722488,0.4866310160427807,187,187,False
GF_00441,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0735,WP_009545975.1,Dihydrolipoyl dehydrogenase,Two-way ANOVA p value nitrate=0.951232143677417; Two-way ANOVA p value lightordark=0.739706037223753; Two-way ANOVA p value Interaction=0.926240350499848; D-_avgLFQ=27.8385720252991; D+_avgLFQ=27.8181738853455; L-_avgLFQ=27.7821063995361; L+_avgLFQ=27.7862758636475; D-_D+(logFC)=0.02039813995359907; L-_L+(logFC)=-0.004169464111399179,old_locus_tag,,,,,,,,,,
GF_00441,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1909,WP_013321999.1,ref|YP_003887168.1| dihydrolipoamide dehydrogenase [Cyanothece sp. PCC 7822],CT_D0=1.17781049853267; CT_D3=1.242026505; CT_L0=1.33260674260526; CT_L3=1.36715178041561,old_locus_tag,,,,,,,,,,
GF_00451,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R3868,WP_012410223.1,pyrF; Orotidine 5'-phosphate decarboxyla,Log2 Ratio (Heterocyst/Filaments)=-1.9315332934104334; Variability [%]=38.72221569358; Peptide Pair Count=2;1 | Log2 Ratio (Heterocyst/Filaments)=-1.9315332934104334; Variability [%]=38.72221569358; Peptide Pair Count=2;1,old_locus_tag,Highly Pure,orotidine-5'-phosphate decarboxylase,Other / unassigned,Novel/uncertain candidate,,,0.981132075471698,53,53,False
GF_00454,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R6231,WP_012412455.1,DesA; Delta(12)-fatty acid dehydrogenase,Log2 Ratio (Heterocyst/Filaments)=1.1453017735435456; Variability [%]=10.1510133293899; Peptide Pair Count=1;1,old_locus_tag,Highly Pure,fatty acid desaturase,Other / unassigned,Novel/uncertain candidate,,,0.979591836734694,49,49,False
GF_00455,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2866,WP_011612398.1,Tery_2866 aroC chorismate synthase (EC 4.2.3.5) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=8.962; max=14.39@4h; min=5.404@9h; dynamic_range=8.99,old_locus_tag,Model-Supported,chorismate synthase,Other / unassigned,Novel/uncertain candidate,42.0,0.8740031897926634,0.6631578947368421,95,95,False
GF_00455,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F3573,WP_012409941.1,aroC; Chorismate synthase,Log2 Ratio (Heterocyst/Filaments)=-1.3908605466406583; Variability [%]=7.20398774347945; Peptide Pair Count=2;1,old_locus_tag,Model-Supported,chorismate synthase,Other / unassigned,Novel/uncertain candidate,42.0,0.8740031897926634,0.6631578947368421,95,95,False
GF_00457,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1659,WP_009544457.1,Delta-aminolevulinic acid dehydratase,Two-way ANOVA p value nitrate=1.40679086475127e-06; Two-way ANOVA p value lightordark=0.000135911729140619; Two-way ANOVA p value Interaction=0.611944404679992; D-_avgLFQ=26.4031476974487; D+_avgLFQ=27.3303017616272; L-_avgLFQ=27.0025067329407; L+_avgLFQ=27.8259887695313; D-_D+(logFC)=-0.9271540641785023; L-_L+(logFC)=-0.823482036590601,old_locus_tag,Model-Supported,porphobilinogen synthase,Other / unassigned,Novel/uncertain candidate,199.0,0.3759968102073365,0.494949494949495,198,198,False
GF_00457,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0201,WP_013320361.1,ref|YP_003885526.1| Porphobilinogen synthase [Cyanothece sp. PCC 7822],CT_D0=1.27300652153267; CT_D3=1.187271101; CT_L0=1.26908160260526; CT_L3=1.39023630241561,old_locus_tag,Model-Supported,porphobilinogen synthase,Other / unassigned,Novel/uncertain candidate,199.0,0.3759968102073365,0.494949494949495,198,198,False
GF_00458,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1649,WP_009544448.1,OCP N-terminal domain-containing protein,Two-way ANOVA p value nitrate=1.12881324951597e-06; Two-way ANOVA p value lightordark=0.00762409511288414; Two-way ANOVA p value Interaction=0.0781572029858171; D-_avgLFQ=31.7931337356567; D+_avgLFQ=32.6867733001709; L-_avgLFQ=32.213152885437; L+_avgLFQ=32.7912263870239; D-_D+(logFC)=-0.8936395645141992; L-_L+(logFC)=-0.5780735015868999,old_locus_tag,,,,,,,,,,
GF_00458,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4645,WP_013324593.1,ref|YP_003889826.1| orange carotenoid protein [Cyanothece sp. PCC 7822],CT_D0=1.36889129353267; CT_D3=1.38852696; CT_L0=0.947932770605263; CT_L3=1.41424450441561,old_locus_tag,,,,,,,,,,
GF_00460,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0282,WP_009546775.1,Imidazole glycerol phosphate synthase subunit HisF,Two-way ANOVA p value nitrate=0.122630693941071; Two-way ANOVA p value lightordark=0.11720209003778; Two-way ANOVA p value Interaction=0.0917337231248455; D-_avgLFQ=26.0927839279175; D+_avgLFQ=26.1872200965881; L-_avgLFQ=26.1722931861877; L+_avgLFQ=24.2546706199646; D-_D+(logFC)=-0.094436168670601; L-_L+(logFC)=1.917622566223102,old_locus_tag,,,,,,,,,,
GF_00462,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R1357,WP_041565245.1,"gltX Glutamyl-tRNA synthetase, P",Log2 Ratio (Heterocyst/Filaments)=-2.2034512052634185; Variability [%]=50.9982552362195; Peptide Pair Count=3;3 | Log2 Ratio (Heterocyst/Filaments)=-2.2034512052634185; Variability [%]=50.9982552362195; Peptide Pair Count=3;3,old_locus_tag,Highly Pure,glutamate--tRNA ligase,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),,,1.0,47,47,False
GF_00463,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R0988,WP_012407741.1,clpP; Peptidase S14; ClpP,Log2 Ratio (Heterocyst/Filaments)=-1.1854041741007852; Variability [%]=42.1190236808536; Peptide Pair Count=2;1 | 24h Log2 Ratio (Het/Fil) (Present study)=-1.1854041741007852; Variability [%]=42.1190236808536; Peptide Pair Count=2;1; Steady state Log2 ratio [7]=-0.5258734182119705,old_locus_tag,Highly Pure,ATP-dependent Clp protease proteolytic subunit,Other / unassigned,Novel/uncertain candidate,,,0.9636363636363636,55,55,False
GF_00465,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R5229,WP_012411509.1,Diaminopimelate epimerase lysine biosyn P and T,Log2 Ratio (Heterocyst/Filaments)=-2.3202339382876778; Variability [%]=19.2227977424299; Peptide Pair Count=5;5 | Log2 Ratio (Heterocyst/Filaments)=-2.3202339382876778; Variability [%]=19.2227977424299; Peptide Pair Count=5;5,old_locus_tag,Highly Pure,diaminopimelate epimerase,Other / unassigned,Novel/uncertain candidate,,,0.9454545454545454,55,55,False
GF_00476,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4916,WP_012411217.1,dapB; Dihydrodipicolinate reductase,Log2 Ratio (Heterocyst/Filaments)=-2.343115350047; Variability [%]=4.18968389194218; Peptide Pair Count=2;2 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.343115350047; Variability [%]=4.18968389194218; Peptide Pair Count=2;2; Steady state Log2 ratio [7]=0.22385588996627354,old_locus_tag,Highly Pure,4-hydroxy-tetrahydrodipicolinate reductase,Other / unassigned,Novel/uncertain candidate,,,0.9594594594594594,74,74,False
GF_00478,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R2799,WP_012409325.1,accD; Acetyl-CoA carboxylase carboxyl tr,Log2 Ratio (Heterocyst/Filaments)=1.5138726956355937; Variability [%]=0.265094389577849; Peptide Pair Count=3;2,old_locus_tag,Highly Pure,acetyl-CoA carboxylase%2C carboxyltransferase subunit beta,Other / unassigned,Novel/uncertain candidate,,,0.9852941176470588,68,68,False
GF_00482,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4802,WP_012411107.1,"grxC Glutaredoxin, P",Log2 Ratio (Heterocyst/Filaments)=-1.380802221636649; Variability [%]=16.132000352634; Peptide Pair Count=3;2 | Log2 Ratio (Heterocyst/Filaments)=-1.380802221636649; Variability [%]=16.132000352634; Peptide Pair Count=3;2,old_locus_tag,Model-Supported,glutaredoxin 3,O2 protection & redox homeostasis,FOX-consistent support function (plausible rediscovery),256.0,0.4752791068580542,0.8793103448275862,58,58,False
GF_00486,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4025,WP_012410371.1,zwf; Glucose-6-phosphate dehydrogenase,Log2 Ratio (Heterocyst/Filaments)=0.6396709454560343; Variability [%]=33.9798581575531; Peptide Pair Count=4;1 | 24h Log2 Ratio (Het/Fil) (Present study)=0.6396709454560343; Variability [%]=33.9798581575531; Peptide Pair Count=4;1; Steady state Log2 ratio [7]=1.9375166501068648,old_locus_tag,Highly Pure,glucose-6-phosphate dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),,,0.9583333333333334,72,72,False
GF_00487,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R4542,WP_012410865.1,2-phosphosulfolactate phosphata,Log2 Ratio (Heterocyst/Filaments)=-2.765283277800208; Variability [%]=12.0660116377183; Peptide Pair Count=7;3 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.765283277800208; Variability [%]=12.0660116377183; Peptide Pair Count=7;3; Steady state Log2 ratio [7]=-1.8573185948048607,old_locus_tag,Highly Pure,2-phosphosulfolactate phosphatase family protein,Other / unassigned,Novel/uncertain candidate,,,1.0,46,46,False
GF_00488,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0019,WP_011609947.1,Tery_0019 ilvD dihydroxyacid dehydratase (EC 4.2.1.9) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=44.81; max=58.6@4h; min=35.12@9h; dynamic_range=23.48,old_locus_tag,Model-Supported,dihydroxy-acid dehydratase,Other / unassigned,Novel/uncertain candidate,53.0,0.7236842105263158,0.4066985645933014,209,209,False
GF_00488,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4400,WP_009543544.1,Dihydroxy-acid dehydratase,Two-way ANOVA p value nitrate=4.29633324360109e-06; Two-way ANOVA p value lightordark=0.00045698112761385; Two-way ANOVA p value Interaction=0.820016564597415; D-_avgLFQ=27.9504051208496; D+_avgLFQ=28.4666638374329; L-_avgLFQ=27.6134724617004; L+_avgLFQ=28.1610646247864; D-_D+(logFC)=-0.5162587165833017; L-_L+(logFC)=-0.5475921630859979,old_locus_tag,Model-Supported,dihydroxy-acid dehydratase,Other / unassigned,Novel/uncertain candidate,53.0,0.7236842105263158,0.4066985645933014,209,209,False
GF_00488,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R3783,WP_012410139.1,ilvD Dihydroxy-acid dehydratase P and T,Log2 Ratio (Heterocyst/Filaments)=-2.952742523511796; Variability [%]=43.1779158625633; Peptide Pair Count=3;4 | Log2 Ratio (Heterocyst/Filaments)=-2.952742523511796; Variability [%]=43.1779158625633; Peptide Pair Count=3;4,old_locus_tag,Model-Supported,dihydroxy-acid dehydratase,Other / unassigned,Novel/uncertain candidate,53.0,0.7236842105263158,0.4066985645933014,209,209,False
GF_00503,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3649,WP_011613045.1,Tery_3649 allophycocyanin beta subunit apoprotein [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=453.9; max=555.5@0h; min=320.8@11h; dynamic_range=234.7,old_locus_tag,Model-Supported,allophycocyanin subunit beta,Other / unassigned,Novel/uncertain candidate,195.0,0.4350079744816587,0.311377245508982,334,334,False
GF_00503,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2909,WP_009547371.1,Allophycocyanin beta subunit,Two-way ANOVA p value nitrate=1.18497151996966e-06; Two-way ANOVA p value lightordark=0.925315424298076; Two-way ANOVA p value Interaction=0.0050313894451144; D-_avgLFQ=32.699667930603; D+_avgLFQ=34.0211620330811; L-_avgLFQ=33.07594871521; L+_avgLFQ=33.6653432846069; D-_D+(logFC)=-1.3214941024780984; L-_L+(logFC)=-0.5893945693969016,old_locus_tag,Model-Supported,allophycocyanin subunit beta,Other / unassigned,Novel/uncertain candidate,195.0,0.4350079744816587,0.311377245508982,334,334,False
GF_00503,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R4841,WP_012411144.1,apcB; Allophycocyanin; beta subunit,Log2 Ratio (Heterocyst/Filaments)=-1.8730932598728542; Variability [%]=43.0441449310791; Peptide Pair Count=3;5 | 24h Log2 Ratio (Het/Fil) (Present study)=-1.8730932598728542; Variability [%]=43.0441449310791; Peptide Pair Count=3;5; Steady state Log2 ratio [7]=-2.340878284026892,old_locus_tag,Model-Supported,allophycocyanin subunit beta,Other / unassigned,Novel/uncertain candidate,195.0,0.4350079744816587,0.311377245508982,334,334,False
GF_00503,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5521,WP_013325432.1,ref|YP_003890669.1| allophycocyanin subunit beta [Cyanothece sp. PCC 7822],CT_D0=1.35523718953267; CT_D3=1.265234819; CT_L0=1.31950310460526; CT_L3=1.17962041341561,old_locus_tag,Model-Supported,allophycocyanin subunit beta,Other / unassigned,Novel/uncertain candidate,195.0,0.4350079744816587,0.311377245508982,334,334,False
GF_00522,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_1834,WP_011611465.1,Tery_1834 6-phosphogluconate dehydrogenase (decarboxylating) (EC 1.1.1.44) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=160.8; max=249.7@12h; min=128.2@18h; dynamic_range=121.5,old_locus_tag,,,,,,,,,,
GF_00522,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3746,WP_009545097.1,"6-phosphogluconate dehydrogenase, decarboxylating",Two-way ANOVA p value nitrate=1.58202780269453e-07; Two-way ANOVA p value lightordark=7.08439860010713e-05; Two-way ANOVA p value Interaction=0.0880089224096301; D-_avgLFQ=31.1592025756836; D+_avgLFQ=29.4108953475952; L-_avgLFQ=30.3640508651733; L+_avgLFQ=27.88800573349; D-_D+(logFC)=1.7483072280884002; L-_L+(logFC)=2.4760451316833,old_locus_tag,,,,,,,,,,
